cik,ticker,accession,form,filing_date,period_of_report,doc_type,exhibit_label,document,doc_url
0000005272,AIG,0001104659-24-062171,8-K,2024-05-16,2024-05-16,exhibit,EX-99.2,tm2414457d1_ex99-2.htm,https://www.sec.gov/Archives/edgar/data/5272/000110465924062171/tm2414457d1_ex99-2.htm
0000005272,AIG,0000005272-24-000051,10-Q,2024-05-02,2024-03-31,primary,,aig-20240331.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000051/aig-20240331.htm
0000005272,AIG,0000005272-24-000047,8-K,2024-05-01,2024-05-01,primary,,aig-20240501.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000047/aig-20240501.htm
0000005272,AIG,0000005272-24-000047,8-K,2024-05-01,2024-05-01,exhibit,EX-99.1,q12024earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000047/q12024earningsrelease.htm
0000005272,AIG,0000005272-24-000040,8-K,2024-04-22,2024-04-22,primary,,aig-20240422.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000040/aig-20240422.htm
0000005272,AIG,0000005272-24-000017,8-K,2024-02-13,2024-02-13,primary,,aig-20240213.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000017/aig-20240213.htm
0000005272,AIG,0000005272-24-000017,8-K,2024-02-13,2024-02-13,exhibit,EX-99.1,q42023earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000017/q42023earningsrelease.htm
0000005272,AIG,0000005272-24-000011,8-K,2024-02-07,2024-02-07,primary,,aig-20240207.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000011/aig-20240207.htm
0000005272,AIG,0000005272-24-000011,8-K,2024-02-07,2024-02-07,exhibit,EX-99.1,a991feb7reinglis.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000011/a991feb7reinglis.htm
0000005272,AIG,0000005272-24-000007,8-K,2024-02-01,2024-02-01,primary,,aig-20240201.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000007/aig-20240201.htm
0000005272,AIG,0000005272-24-000004,8-K,2024-01-31,2024-01-31,primary,,aig-20240131.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000004/aig-20240131.htm
0000005272,AIG,0000005272-24-000004,8-K,2024-01-31,2024-01-31,exhibit,EX-99.1,a991preferredstockredempti.htm,https://www.sec.gov/Archives/edgar/data/5272/000000527224000004/a991preferredstockredempti.htm
0000009326,BCPC,0000009326-26-000026,8-K,2026-07-31,2026-07-31,primary,,bcpc-20260731.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932626000026/bcpc-20260731.htm
0000009326,BCPC,0000009326-26-000026,8-K,2026-07-31,2026-07-31,exhibit,EX-99.1,exhibit991-q22026.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932626000026/exhibit991-q22026.htm
0000009326,BCPC,0000009326-26-000028,10-Q,2026-07-31,2026-06-30,primary,,bcpc-20260630.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932626000028/bcpc-20260630.htm
0000009326,BCPC,0001140361-26-029658,8-K,2026-07-27,2026-07-24,primary,,ef20078813_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036126029658/ef20078813_8k.htm
0000009326,BCPC,0001140361-26-025971,8-K,2026-06-22,2026-06-18,primary,,ef20076533_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036126025971/ef20076533_8k.htm
0000009326,BCPC,0000009326-26-000016,8-K,2026-04-30,2026-04-30,primary,,bcpc-20260430.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932626000016/bcpc-20260430.htm
0000009326,BCPC,0000009326-26-000016,8-K,2026-04-30,2026-04-30,exhibit,EX-99.1,exhibit991-q12026.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932626000016/exhibit991-q12026.htm
0000009326,BCPC,0000009326-26-000018,10-Q,2026-04-30,2026-03-31,primary,,bcpc-20260331.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932626000018/bcpc-20260331.htm
0000009326,BCPC,0000009326-26-000004,8-K,2026-02-20,2026-02-20,primary,,bcpc-20260220.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932626000004/bcpc-20260220.htm
0000009326,BCPC,0000009326-26-000004,8-K,2026-02-20,2026-02-20,exhibit,EX-99.1,exhibit991q42025.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932626000004/exhibit991q42025.htm
0000009326,BCPC,0001140361-26-006184,8-K,2026-02-19,2026-02-12,primary,,ef20065786_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036126006184/ef20065786_8k.htm
0000009326,BCPC,0001140361-25-045137,8-K,2025-12-10,2025-12-09,primary,,ef20061036_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036125045137/ef20061036_8k.htm
0000009326,BCPC,0001140361-25-045137,8-K,2025-12-10,2025-12-09,exhibit,EX-99.1,ef20061036_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036125045137/ef20061036_ex99-1.htm
0000009326,BCPC,0000009326-25-000019,8-K,2025-10-21,2025-10-21,primary,,bcpc-20251021.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932625000019/bcpc-20251021.htm
0000009326,BCPC,0000009326-25-000019,8-K,2025-10-21,2025-10-21,exhibit,EX-99.1,exhibit991-q32025.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932625000019/exhibit991-q32025.htm
0000009326,BCPC,0000009326-25-000022,10-Q,2025-10-21,2025-09-30,primary,,bcpc-20250930.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932625000022/bcpc-20250930.htm
0000009326,BCPC,0000009326-25-000012,8-K,2025-07-31,2025-07-31,primary,,bcpc-20250731.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932625000012/bcpc-20250731.htm
0000009326,BCPC,0000009326-25-000012,8-K,2025-07-31,2025-07-31,exhibit,EX-99.1,exhibit991-q22025.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932625000012/exhibit991-q22025.htm
0000009326,BCPC,0000009326-25-000014,10-Q,2025-07-31,2025-06-30,primary,,bcpc-20250630.htm,https://www.sec.gov/Archives/edgar/data/9326/000000932625000014/bcpc-20250630.htm
0000009326,BCPC,0001140361-25-023176,8-K,2025-06-20,2025-06-18,primary,,ef20050822_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036125023176/ef20050822_8k.htm
0000009326,BCPC,0001628280-25-019487,8-K,2025-04-24,2025-04-24,primary,,bcpc-20250424.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828025019487/bcpc-20250424.htm
0000009326,BCPC,0001628280-25-019487,8-K,2025-04-24,2025-04-24,exhibit,EX-99.1,exhibit991-q12025.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828025019487/exhibit991-q12025.htm
0000009326,BCPC,0001628280-25-019593,10-Q,2025-04-24,2025-03-31,primary,,bcpc-20250331.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828025019593/bcpc-20250331.htm
0000009326,BCPC,0001140361-25-006756,8-K,2025-03-03,2025-02-25,primary,,ef20044803_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036125006756/ef20044803_8k.htm
0000009326,BCPC,0001628280-25-006975,8-K,2025-02-21,2025-02-21,primary,,bcpc-20250221.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828025006975/bcpc-20250221.htm
0000009326,BCPC,0001628280-25-006975,8-K,2025-02-21,2025-02-21,exhibit,EX-99.1,exhibit991q42024.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828025006975/exhibit991q42024.htm
0000009326,BCPC,0001140361-25-004806,8-K,2025-02-14,2025-02-12,primary,,ef20043682_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036125004806/ef20043682_8k.htm
0000009326,BCPC,0001140361-24-048915,8-K,2024-12-10,2024-12-09,primary,,ef20039817_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036124048915/ef20039817_8k.htm
0000009326,BCPC,0001140361-24-048915,8-K,2024-12-10,2024-12-09,exhibit,EX-99.1,ef20039817_ex99-1.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036124048915/ef20039817_ex99-1.htm
0000009326,BCPC,0001628280-24-043760,8-K,2024-10-25,2024-10-25,primary,,bcpc-20241025.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024043760/bcpc-20241025.htm
0000009326,BCPC,0001628280-24-043760,8-K,2024-10-25,2024-10-25,exhibit,EX-99.1,exhibit991-q32024.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024043760/exhibit991-q32024.htm
0000009326,BCPC,0001628280-24-043795,10-Q,2024-10-25,2024-09-30,primary,,bcpc-20240930.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024043795/bcpc-20240930.htm
0000009326,BCPC,0001140361-24-043626,8-K,2024-10-17,2024-10-16,primary,,ef20037359_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036124043626/ef20037359_8k.htm
0000009326,BCPC,0001140361-24-041566,8-K,2024-09-20,2024-09-18,primary,,ef20036097_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036124041566/ef20036097_8k.htm
0000009326,BCPC,0001628280-24-033055,8-K,2024-07-26,2024-07-26,primary,,bcpc-20240726.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024033055/bcpc-20240726.htm
0000009326,BCPC,0001628280-24-033055,8-K,2024-07-26,2024-07-26,exhibit,EX-99.1,exhibit991-q22024.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024033055/exhibit991-q22024.htm
0000009326,BCPC,0001628280-24-033177,10-Q,2024-07-26,2024-06-30,primary,,bcpc-20240630.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024033177/bcpc-20240630.htm
0000009326,BCPC,0001140361-24-031096,8-K,2024-06-24,2024-06-20,primary,,ef20031584_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036124031096/ef20031584_8k.htm
0000009326,BCPC,0001628280-24-020128,8-K,2024-05-03,2024-05-03,primary,,bcpc-20240503.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024020128/bcpc-20240503.htm
0000009326,BCPC,0001628280-24-020128,8-K,2024-05-03,2024-05-03,exhibit,EX-99.1,exhibit991-q12024.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024020128/exhibit991-q12024.htm
0000009326,BCPC,0001628280-24-020268,10-Q,2024-05-03,2024-03-31,primary,,bcpc-20240331.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024020268/bcpc-20240331.htm
0000009326,BCPC,0001140361-24-016602,8-K,2024-03-29,2024-03-25,primary,,ef20025497_8k.htm,https://www.sec.gov/Archives/edgar/data/9326/000114036124016602/ef20025497_8k.htm
0000009326,BCPC,0001628280-24-005203,8-K,2024-02-16,2024-02-16,primary,,bcpc-20240216.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024005203/bcpc-20240216.htm
0000009326,BCPC,0001628280-24-005203,8-K,2024-02-16,2024-02-16,exhibit,EX-99.1,exhibit991q42023.htm,https://www.sec.gov/Archives/edgar/data/9326/000162828024005203/exhibit991q42023.htm
0000773840,HON,0000773840-26-000130,8-K,2026-08-19,2026-08-19,primary,,hon-20260819.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000130/hon-20260819.htm
0000773840,HON,0000773840-26-000130,8-K,2026-08-19,2026-08-19,exhibit,EX-99.1,exhibit991-pressrelease.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000130/exhibit991-pressrelease.htm
0000773840,HON,0000773840-26-000120,8-K,2026-07-23,2026-07-23,primary,,hon-20260723.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000120/hon-20260723.htm
0000773840,HON,0000773840-26-000120,8-K,2026-07-23,2026-07-23,exhibit,EX-99,exhibit99-q22026earningsre.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000120/exhibit99-q22026earningsre.htm
0000773840,HON,0000773840-26-000124,10-Q,2026-07-23,2026-06-30,primary,,hon-20260630.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000124/hon-20260630.htm
0000773840,HON,0000773840-26-000084,8-K,2026-06-29,2026-06-25,primary,,hon-20260625.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000084/hon-20260625.htm
0000773840,HON,0000773840-26-000084,8-K,2026-06-29,2026-06-25,exhibit,EX-99.1,exhibit991-pressrelease629.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000084/exhibit991-pressrelease629.htm
0000773840,HON,0000773840-26-000084,8-K,2026-06-29,2026-06-25,exhibit,EX-99.2,exhibit992-junexwintersupp.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000084/exhibit992-junexwintersupp.htm
0000773840,HON,0000773840-26-000084,8-K,2026-06-29,2026-06-25,exhibit,EX-99.3,exhibit993unauditedproform.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000084/exhibit993unauditedproform.htm
0000773840,HON,0000773840-26-000080,8-K,2026-06-15,2026-06-15,primary,,hon-20260615.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000080/hon-20260615.htm
0000773840,HON,0000773840-26-000080,8-K,2026-06-15,2026-06-15,exhibit,EX-99.1,exhibit991-pressrelease615.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000080/exhibit991-pressrelease615.htm
0000773840,HON,0000773840-26-000072,8-K,2026-06-05,2026-06-05,primary,,hon-20260605.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000072/hon-20260605.htm
0000773840,HON,0000773840-26-000072,8-K,2026-06-05,2026-06-05,exhibit,EX-99.1,exhibit991-pressrelease652.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000072/exhibit991-pressrelease652.htm
0000773840,HON,0000773840-26-000068,8-K,2026-06-02,2026-06-01,primary,,hon-20260601.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000068/hon-20260601.htm
0000773840,HON,0000773840-26-000068,8-K,2026-06-02,2026-06-01,exhibit,EX-99.1,newdirectorpr.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000068/newdirectorpr.htm
0000773840,HON,0001193125-26-242011,8-K,2026-05-27,2026-05-22,primary,,d35048d8k.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526242011/d35048d8k.htm
0000773840,HON,0000773840-26-000055,8-K,2026-04-23,2026-04-23,primary,,hon-20260423.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000055/hon-20260423.htm
0000773840,HON,0000773840-26-000055,8-K,2026-04-23,2026-04-23,exhibit,EX-99,exhibit99-q12026earningsre.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000055/exhibit99-q12026earningsre.htm
0000773840,HON,0000773840-26-000057,10-Q,2026-04-23,2026-03-31,primary,,hon-20260331.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000057/hon-20260331.htm
0000773840,HON,0000773840-26-000058,8-K,2026-04-23,2026-04-23,primary,,hon-20260423_d2.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000058/hon-20260423_d2.htm
0000773840,HON,0000773840-26-000058,8-K,2026-04-23,2026-04-23,exhibit,EX-99.1,hon-20260423.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000058/hon-20260423.htm
0000773840,HON,0001193125-26-118101,8-K,2026-03-23,2026-03-20,primary,,d118295d8k.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526118101/d118295d8k.htm
0000773840,HON,0001193125-26-118101,8-K,2026-03-23,2026-03-20,exhibit,EX-99.1,d118295dex991.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526118101/d118295dex991.htm
0000773840,HON,0001193125-26-118101,8-K,2026-03-23,2026-03-20,exhibit,EX-99.2,d118295dex992.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526118101/d118295dex992.htm
0000773840,HON,0001193125-26-108366,8-K,2026-03-16,2026-03-10,primary,,d107386d8k.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526108366/d107386d8k.htm
0000773840,HON,0001193125-26-108366,8-K,2026-03-16,2026-03-10,exhibit,EX-99.1,d107386dex991.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526108366/d107386dex991.htm
0000773840,HON,0001193125-26-095179,8-K,2026-03-06,2026-03-06,primary,,d71810d8k.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526095179/d71810d8k.htm
0000773840,HON,0001193125-26-095179,8-K,2026-03-06,2026-03-06,exhibit,EX-99.1,d71810dex991.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526095179/d71810dex991.htm
0000773840,HON,0001193125-26-095179,8-K,2026-03-06,2026-03-06,exhibit,EX-99.2,d71810dex992.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526095179/d71810dex992.htm
0000773840,HON,0001193125-26-095179,8-K,2026-03-06,2026-03-06,exhibit,EX-99.3,d71810dex993.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526095179/d71810dex993.htm
0000773840,HON,0001193125-26-095179,8-K,2026-03-06,2026-03-06,exhibit,EX-99.4,d71810dex994.htm,https://www.sec.gov/Archives/edgar/data/773840/000119312526095179/d71810dex994.htm
0000773840,HON,0000773840-26-000017,8-K,2026-03-03,2026-03-03,primary,,hon-20260303.htm,https://www.sec.gov/Archives/edgar/data/773840/000077384026000017/hon-20260303.htm
